Team 1 ID,Team 1 Score,Team 2 ID,Team 2 Score,Result
5752,9,5543,16,2
5752,17,5543,19,2
5793,16,4531,6,1
4501,16,5758,10,1
5593,8,5793,16,2
4494,16,4759,2,1
4494,19,4501,21,2
4548,16,4532,14,1
5758,16,5477,3,1
5732,16,5572,14,1
4494,16,5045,6,1
5766,16,5788,0,1
5789,10,5793,16,2
5577,16,5778,7,1
5144,16,5115,9,1
5793,16,5577,2,1
5593,16,5429,5,1
5792,12,5579,16,2
5793,7,4501,16,2
4759,16,5449,3,1
5788,16,5053,1,1
5284,16,4759,14,1
5593,16,5732,10,1
5593,16,5791,7,1
5378,15,4532,15,2
4759,21,4449,19,1
5722,5,5745,16,2
5791,16,5790,8,1
5451,7,5788,16,2
5284,15,4548,15,2
5593,26,5355,20,1
5480,16,5593,13,1
4531,16,5579,13,1
4674,16,4456,5,1
4674,16,4456,9,1
5284,12,4991,16,2
4759,5,4991,16,2
4674,3,4456,16,2
4494,8,4991,16,2
5766,14,5758,16,2
4991,16,4759,8,1
5284,16,5480,6,1
4411,16,5766,10,1
4456,8,5422,16,2
4494,8,5758,16,2
5543,16,5454,4,1
4759,16,5480,9,1
5378,10,5766,16,2
4494,16,5766,14,1
5140,16,5106,7,1
4456,16,5758,13,1
5378,16,5748,6,1
5411,8,5617,16,2
5411,19,5617,21,2
4554,15,5571,21,2
4554,16,5571,9,1
4554,11,5571,16,2
5422,22,4759,18,1
5422,16,4759,8,1
5721,7,5642,16,2
5721,4,5642,16,2
5568,16,5794,5,1
5568,16,5794,9,1
5378,16,5758,13,1
5378,16,5480,1,1
4548,16,5480,3,1
4674,16,5758,6,1
5310,22,5195,19,1
4674,16,5787,4,1
5700,16,5554,12,1
5142,16,5137,11,1
5422,16,5284,14,1
5284,7,5422,16,2
5752,16,5095,10,1
5310,16,5789,10,1
5568,9,5571,16,2
5568,16,5571,4,1
5568,16,5571,4,1
5568,3,5617,16,2
5568,9,5617,16,2
4991,16,5593,10,1
4991,16,5593,10,1
5569,16,5593,12,1
5569,6,5593,16,2
5569,11,5593,16,2
5642,13,5617,13,2
5642,16,5617,10,1
5642,5,5617,16,2
5231,16,5671,6,1
5231,28,5671,25,1
4548,19,4456,17,1
4548,16,4456,13,1
4548,6,4456,16,2
4548,10,4456,16,2
4548,4,4456,16,2
4411,12,4674,16,2
4411,14,4674,16,2
5422,16,4456,8,1
5378,10,5284,16,2
4494,16,5284,10,1
4411,16,4991,12,1
5284,16,5310,10,1
5195,14,5593,16,2
5554,10,5543,16,2
5284,14,4494,16,2
5422,14,4991,16,2
5766,16,5748,13,1
5789,16,5195,14,1
5378,14,4674,16,2
5378,16,5422,7,1
5789,16,5593,5,1
5700,16,5714,12,1
5752,16,5652,5,1
5752,16,5652,13,1
4991,16,4501,7,1
4991,16,4501,11,1
4456,16,5770,2,1
4456,16,5770,4,1
5231,16,5543,14,1
4456,14,5378,16,2
4456,11,4991,16,2
4759,16,4608,13,1
4759,7,5422,16,2
4991,16,4456,5,1
4608,16,4759,14,1
4532,16,5480,8,1
4991,16,4608,11,1
5422,16,4759,1,1
5310,16,5593,12,1
4674,14,4456,16,2
5378,15,4548,15,2
5752,16,5714,2,1
4991,16,5310,8,1
4411,4,5422,16,2
5700,16,5652,6,1
5378,11,5284,16,2
4494,16,5378,6,1
5569,16,4590,5,1
5569,16,4590,2,1
5342,7,5641,16,2
5342,16,5641,4,1
5342,16,5641,4,1
4548,19,5758,17,1
4548,16,5758,12,1
5378,16,4494,11,1
5378,15,4494,19,2
5378,16,4494,14,1
4759,16,4494,7,1
5422,16,4608,3,1
5748,16,5758,19,2
4608,16,5422,10,1
5086,16,5095,9,1
5422,9,4991,16,2
4991,10,4494,16,2
5554,16,5095,11,1
5310,16,5758,10,1
4608,16,4532,6,1
4759,16,4532,6,1
5766,8,5787,16,2
5758,16,5787,8,1
4608,16,5480,6,1
4991,16,4456,8,1
4991,16,4456,4,1
4494,2,4548,16,2
4759,16,4456,3,1
5758,16,5577,3,1
5138,16,5134,5,1
5766,16,5577,13,1
4456,16,4759,6,1
5801,16,5804,9,1
4411,16,5758,13,1
5758,13,5766,16,2
4494,16,4759,14,1
5138,16,5102,6,1
4532,16,5593,7,1
4759,16,4590,4,1
4759,16,4590,13,1
4863,16,5805,3,1
4863,16,5805,3,1
5533,2,5147,16,2
5533,4,5147,16,2
5422,14,5569,16,2
5422,16,5569,13,1
5422,16,5569,8,1
5806,16,5807,3,1
5806,16,5807,10,1
5798,16,5799,12,1
5798,8,5799,16,2
5798,16,5799,2,1
4469,16,5812,12,1
5722,16,4449,11,1
4894,9,4639,16,2
5758,16,5722,12,1
5766,19,4680,17,1
4469,16,5395,12,1
5766,16,5056,7,1
4449,16,5004,4,1
4608,13,4494,16,2
5593,7,5449,16,2
5812,16,5811,7,1
5808,16,5524,13,1
4494,6,5422,16,2
5284,16,4532,5,1
5789,16,5810,8,1
5449,16,4742,1,1
5700,16,5454,13,1
4411,16,5577,3,1
5231,16,5454,2,1
5137,16,5140,9,1
4674,16,5310,13,1
4608,16,5310,10,1
4608,16,5593,5,1
5283,5,5306,16,2
5284,14,4608,16,2
5231,16,5554,6,1
4501,16,5770,2,1
4501,16,5770,5,1
5569,8,4759,16,2
5569,19,4759,16,1
5569,13,4759,16,2
4674,16,5577,6,1
4674,16,5766,8,1
4608,16,5789,11,1
4411,16,5787,3,1
5787,16,5577,7,1
5815,16,5816,3,1
5319,16,5758,10,1
4469,16,5815,9,1
4674,15,4411,15,2
5766,3,5449,16,2
5310,16,5577,13,1
5115,16,5117,10,1
4494,16,5378,13,1
4639,16,5814,12,1
4608,11,5284,16,2
4411,16,5310,11,1
5319,16,4469,10,1
5319,16,4469,8,1
5449,16,4639,8,1
5449,16,4639,11,1
4608,16,5653,4,1
4608,16,5653,8,1
5752,16,5086,8,1
4991,16,5310,13,1
4991,12,5310,16,2
5310,16,5319,11,1
5310,13,5319,16,2
4991,19,5422,16,1
4501,12,5284,16,2
4411,13,5284,16,2
5789,16,4548,13,1
4456,16,5766,14,1
5109,13,5058,16,2
5422,17,5789,19,2
4411,3,4674,16,2
4991,16,5789,4,1
5378,4,4759,16,2
4411,16,4501,8,1
5752,16,5652,3,1
5284,12,4674,16,2
5378,16,4608,13,1
5422,16,4548,14,1
4548,16,5593,11,1
4608,16,5593,8,1
4608,15,4759,15,2
4759,14,4548,16,2
5310,15,4456,15,2
5787,3,5310,16,2
4759,16,5593,14,1
4608,16,4548,7,1
5310,16,5766,6,1
5378,15,5593,15,2
4674,4,5284,16,2
4674,15,5284,19,2
4991,11,5284,16,2
4991,1,5284,16,2
4674,16,5789,8,1
4674,16,5789,12,1
5395,16,5819,8,1
4411,8,4456,16,2
5758,16,4477,4,1
4456,16,5577,2,1
5817,4,5572,16,2
4639,16,5004,8,1
5988,19,4576,17,1
5284,12,5378,16,2
5284,15,5593,15,2
4456,15,5787,15,2
4922,16,5728,10,1
4922,16,5728,7,1
5801,5,5802,16,2
5195,16,5708,12,1
4894,8,5395,16,2
5378,16,5787,5,1
4759,2,4411,16,2
5136,12,5111,16,2
4411,7,5378,16,2
5103,16,5117,8,1
5758,16,5795,3,1
5310,2,5378,16,2
5766,16,5691,13,1
5133,13,5136,16,2
5195,16,5766,7,1
5195,16,5766,7,1
5758,16,5395,8,1
5758,4,5395,16,2
5758,16,5395,14,1
5820,10,5821,16,2
5820,2,5821,16,2
5822,14,4580,16,2
5822,16,4580,11,1
5779,7,4458,16,2
5779,8,4458,16,2
5822,16,5823,9,1
5822,14,5823,16,2
5822,16,5823,5,1
5749,16,5818,11,1
5749,16,5818,14,1
5133,16,5111,5,1
5284,19,4548,16,1
5139,16,5102,8,1
4548,4,4674,16,2
4759,5,5378,16,2
5137,16,5106,3,1
5284,16,5310,11,1
4411,10,4674,16,2
4411,8,4674,16,2
5108,16,5106,14,1
5284,16,5378,14,1
4411,16,5284,19,2
4411,7,5284,16,2
5133,15,5143,15,2
5306,16,5804,5,1
5310,16,4456,6,1
5801,16,5283,1,1
4534,16,5802,10,1
5108,16,5107,14,1
5284,16,4411,5,1
4674,8,4991,16,2
4674,16,4548,11,1
5310,18,4674,21,2
4456,31,5310,29,1
5378,12,4411,16,2
4411,16,5831,8,1
4548,16,5831,13,1
4548,16,5831,4,1
4991,16,4674,5,1
4456,11,4411,16,2
5714,16,5652,13,1
5752,16,5231,10,1
4456,7,4991,16,2
5284,12,4991,16,2
5700,10,5543,16,2
4548,14,4411,16,2
4548,9,4411,16,2
4411,13,4674,16,2
4411,9,4674,16,2
4494,16,5833,7,1
5789,16,5395,3,1
5798,6,4863,16,2
5798,7,4863,16,2
5798,12,5832,16,2
5798,3,5832,16,2
5310,8,5758,16,2
5310,16,5758,7,1
5310,16,5758,11,1
4863,7,5806,16,2
4863,16,5806,14,1
4863,23,5806,25,2
5832,16,5806,2,1
5832,12,5806,16,2
5832,4,5806,16,2
4608,16,5378,19,2
4608,16,5378,14,1
4608,16,5378,7,1
4576,16,5827,3,1
5826,10,5825,16,2
5826,14,5827,16,2
4576,16,5837,13,1
4576,15,5825,15,2
5828,16,5837,13,1
5826,13,5837,16,2
5827,15,5837,15,2
5824,16,5827,9,1
5828,16,5827,10,1
5828,16,5825,14,1
5826,9,4576,16,2
5828,16,5826,7,1
5828,15,5824,15,2
4608,17,4494,19,2
4576,16,5824,14,1
5824,13,5826,16,2
5828,9,4576,16,2
5824,16,5825,3,1
5825,16,5837,6,1
5825,10,5827,16,2
5824,16,5837,6,1
4576,7,5824,16,2
4576,4,5824,16,2
5824,16,5828,5,1
5824,16,5828,12,1
5319,9,5988,16,2
5422,16,4494,1,1
5422,16,4494,11,1
5009,9,5789,16,2
5009,10,5789,16,2
4494,16,5451,5,1
4494,16,5451,9,1
4573,16,5836,8,1
4573,16,5836,2,1
4573,16,5836,5,1
5835,16,4532,8,1
5817,16,5834,7,1
5817,16,5834,7,1
5310,14,4608,16,2
5310,12,4608,16,2
5758,6,5378,16,2
5758,13,5378,16,2
4576,16,5827,9,1
4576,16,5827,3,1
4863,16,5832,9,1
4863,8,5832,16,2
4863,12,5832,16,2
5806,16,5832,11,1
5806,16,5832,13,1
5079,16,5102,13,1
5636,16,5842,6,1
5840,14,5839,16,2
5635,12,5843,16,2
5840,16,5842,9,1
5841,16,5843,14,1
5841,16,5843,3,1
5840,8,5635,16,2
5840,13,5843,16,2
5635,10,5841,16,2
5841,19,5839,16,1
5840,16,5636,13,1
5840,16,5843,14,1
5841,15,5839,15,2
5840,12,5839,16,2
5636,16,5839,13,1
5635,11,5839,16,2
5840,13,5839,16,2
5636,15,5841,15,2
5842,11,5843,16,2
5841,10,5840,16,2
5839,16,5842,6,1
5636,15,5635,15,2
5636,6,5843,16,2
5841,16,5842,11,1
5839,16,5843,10,1
5635,16,5842,12,1
4469,16,5272,10,1
4469,16,5272,6,1
4608,9,4494,16,2
4608,10,4494,16,2
5569,16,4732,11,1
5569,16,4732,12,1
5841,9,5839,16,2
5841,5,5839,16,2
5524,16,5844,1,1
5524,16,5844,2,1
4494,16,5789,7,1
4494,14,5789,16,2
4494,4,5789,16,2
5835,8,5817,16,2
5835,4,5817,16,2
5378,19,5310,22,2
5378,16,5310,8,1
5378,9,5310,16,2
4469,16,5524,5,1
4469,16,5524,14,1
5579,16,5838,10,1
5579,7,5838,16,2
5579,16,5838,10,1
5789,16,5817,4,1
5789,19,5817,16,1
4608,16,5310,1,1
4608,6,5310,16,2
4608,6,5310,16,2
4608,16,5310,13,1
4494,16,5835,5,1
4494,9,5835,16,2
4494,16,5835,3,1
4456,11,4674,16,2
5284,7,5378,16,2
5142,16,5140,9,1
5422,16,4411,9,1
4674,16,5422,13,1
5641,7,5623,16,2
5641,18,5623,21,2
4456,7,5422,16,2
5310,16,5284,1,1
5144,12,5109,16,2
5422,16,5284,11,1
4991,16,4411,13,1
4674,21,5378,16,1
5593,21,4742,15,1
5593,16,4742,9,1
4494,16,5319,10,1
4494,13,5319,16,2
4494,16,5319,14,1
4494,16,5319,6,1
5741,10,5742,16,2
5741,16,5742,14,1
5741,13,5742,16,2
4456,17,4501,19,2
4456,13,4501,16,2
5802,16,5804,2,1
5284,2,4674,16,2
4991,16,5319,5,1
4534,16,5306,11,1
4456,6,5378,16,2
4991,16,5422,6,1
5310,16,4411,12,1
4456,14,5310,16,2
4456,16,5319,1,1
4456,15,5319,19,2
4456,4,5319,16,2
5139,16,5079,1,1
4456,4,5284,16,2
5310,5,5422,16,2
4991,7,5378,16,2
4674,16,4411,9,1
5284,16,5422,7,1
5422,7,5378,16,2
5231,31,5700,27,1
4991,16,5310,9,1
4991,16,5310,9,1
5378,19,4501,17,1
5378,14,4501,16,2
5378,16,4501,4,1
5106,10,5107,16,2
5136,16,5135,12,1
5752,16,4643,7,1
5752,16,4643,3,1
5231,16,5543,13,1
5231,16,5543,12,1
5422,16,5653,4,1
5422,16,5653,6,1
5231,7,5752,16,2
5231,7,5752,16,2
5284,16,5519,1,1
5103,16,5115,8,1
4548,16,5850,7,1
4548,16,5850,11,1
5577,7,5848,16,2
5577,19,5848,17,1
5577,8,5848,16,2
5845,16,5847,5,1
5845,19,5847,17,1
5218,16,5846,14,1
5218,16,5846,2,1
5847,16,5848,12,1
5847,11,5848,16,2
5847,19,5848,17,1
5153,14,5158,16,2
5153,16,5158,12,1
5153,17,5158,19,2
5231,16,5543,11,1
5231,16,5543,10,1
4643,2,5543,16,2
4643,14,5543,16,2
5846,14,5641,16,2
5846,13,5641,16,2
5845,16,5577,6,1
5845,16,5577,5,1
4674,16,4468,14,1
4674,16,4468,9,1
5752,13,5231,16,2
5752,9,5231,16,2
5752,14,5231,16,2
5752,16,5231,14,1
5752,17,5231,19,2
5758,16,5850,13,1
5758,6,5850,16,2
5758,12,5850,16,2
5153,16,5154,3,1
5153,7,5154,16,2
5153,19,5154,22,2
5310,16,5641,7,1
5310,16,5641,8,1
5154,11,5849,16,2
5154,16,5849,5,1
5154,11,5849,16,2
5310,16,5218,5,1
5310,16,5218,5,1
5142,16,5106,5,1
5143,16,5111,6,1
5802,5,5283,16,2
5108,16,5140,10,1
4534,10,5283,16,2
5133,16,5135,3,1
5103,16,5109,2,1
5143,14,5135,16,2
5850,17,5539,19,2
5310,11,5845,16,2
5310,13,5845,16,2
5310,16,5845,7,1
5310,22,5845,20,1
5218,7,5848,16,2
5218,16,5848,14,1
5218,16,5848,0,1
5847,13,5848,16,2
5847,1,5848,16,2
5641,4,5218,16,2
5641,14,5218,16,2
5845,16,5218,13,1
5845,16,5218,9,1
5310,16,5845,6,1
5310,16,5845,8,1
5284,4,5378,16,2
5284,12,5378,16,2
4548,13,5539,16,2
4548,16,5539,3,1
4548,16,5539,4,1
5158,16,5849,8,1
5158,16,5849,14,1
5158,16,5849,12,1
5284,16,5519,2,1
5284,16,5519,8,1
4991,16,4532,12,1
4991,16,4532,9,1
4991,14,4532,16,2
4991,16,4532,9,1
4742,16,5640,9,1
4742,16,5640,12,1
4991,16,4548,13,1
4991,16,4548,12,1
5422,16,4411,14,1
5422,16,4411,3,1
5801,15,5306,15,2
5144,11,5103,16,2
5144,16,5058,4,1
5804,16,5283,12,1
4674,16,4494,6,1
4674,14,4494,16,2
4674,16,4494,10,1
4991,16,5284,10,1
4991,12,5284,16,2
4991,16,5284,6,1
4608,16,5831,4,1
5142,16,5108,12,1
5109,16,5117,11,1
4456,16,5758,5,1
5140,3,5107,16,2
4991,16,4674,11,1
4991,13,4674,16,2
4991,5,4674,16,2
5378,2,5310,16,2
5378,22,5310,20,1
5378,16,5310,9,1
5137,16,5107,10,1
5139,15,5141,15,2
5138,16,5141,4,1
5139,16,5138,8,1
5988,16,4639,11,1
5766,16,5853,7,1
4532,16,4615,10,1
5395,16,5854,11,1
4554,16,5852,10,1
4666,16,4554,13,1
4532,16,4876,12,1
5766,10,5395,16,2
4501,16,4732,5,1
5758,14,4680,16,2
5817,6,5852,16,2
4666,16,5759,10,1
4666,16,5728,12,1
5596,16,5851,11,1
4532,31,5855,26,1
4894,12,5579,16,2
4501,11,4666,16,2
4666,16,4532,14,1
5988,16,5579,12,1
5988,16,5596,8,1
5009,5,4554,16,2
5766,16,4606,12,1
4784,16,5297,9,1
4784,16,5297,12,1
5284,16,4456,10,1
5284,16,4456,13,1
4608,8,4674,16,2
4608,7,4674,16,2
5284,4,4674,16,2
5284,6,4674,16,2
5306,16,5804,12,1
5801,15,5283,15,2
5853,14,5624,16,2
4458,16,4665,11,1
5758,16,4458,5,1
5195,16,5653,9,1
5766,10,5858,16,2
4534,16,5802,12,1
5195,16,5596,6,1
4894,16,5860,11,1
4894,16,4803,12,1
5858,16,5355,14,1
5758,16,5030,14,1
5653,10,5859,16,2
4501,16,5624,12,1
4501,16,5834,2,1
4501,16,5851,9,1
5195,16,5857,7,1
5653,16,5801,1,1
5653,16,4680,13,1
5195,16,5850,11,1
4732,16,5728,10,1
4469,10,5853,16,2
5596,16,5854,11,1
5855,12,4803,16,2
5858,4,4894,16,2
5395,8,5988,16,2
4666,6,5988,16,2
5822,14,4580,16,2
5822,16,4580,10,1
5822,16,4580,12,1
5293,9,5297,16,2
5293,13,5297,16,2
4456,10,4608,16,2
4456,12,4608,16,2
4784,6,4791,16,2
4784,14,4791,16,2
4674,16,4608,9,1
4674,17,4608,19,2
4674,12,4608,16,2
4674,16,4608,6,1
4791,16,5293,14,1
4791,16,5293,2,1
5284,10,4608,16,2
5284,11,4608,16,2
5306,16,5802,8,1
4991,16,4548,6,1
4991,19,4548,17,1
4991,22,4548,20,1
5378,16,5422,6,1
5378,7,5422,16,2
5378,9,5422,16,2
5231,16,5861,2,1
4643,16,5441,14,1
5775,16,5454,5,1
5543,16,5862,5,1
5231,16,5775,7,1
5543,16,4643,10,1
4532,16,4501,14,1
4532,16,4501,2,1
5310,17,5395,21,2
5310,12,5395,16,2
4674,16,5758,1,1
4674,16,5758,14,1
5310,16,4666,13,1
5310,16,4666,6,1
4468,6,5395,16,2
4468,7,5395,16,2
4411,19,4456,15,1
4411,16,4456,7,1
5593,4,5758,16,2
5593,16,5758,12,1
5593,5,5758,16,2
5789,8,5988,16,2
5789,16,5988,4,1
5789,18,5988,21,2
5422,12,5378,16,2
5422,11,5378,16,2
4674,16,4894,9,1
4674,16,4894,7,1
5543,16,5231,5,1
4548,14,4532,16,2
4548,14,4532,16,2
4494,14,5195,16,2
4494,9,5195,16,2
5195,16,5988,4,1
5195,16,5988,5,1
5569,12,4501,16,2
5569,16,4501,14,1
5569,12,4501,16,2
4759,16,5435,6,1
4759,19,5435,16,1
4674,12,4991,16,2
4674,16,4991,14,1
4674,16,4991,11,1
