Team 1 ID,Team 1 Score,Team 2 ID,Team 2 Score,Result
5195,16,6448,4,1
5195,16,6448,7,1
5988,9,5214,16,2
5988,16,5214,11,1
6408,10,6137,16,2
6408,14,6137,16,2
6386,4,6301,16,2
6386,10,6301,16,2
6675,19,6372,16,1
6675,1,6372,16,2
6675,7,6372,16,2
6301,11,6686,16,2
6301,16,6686,9,1
6685,16,6226,5,1
6685,16,6226,12,1
6471,11,6372,16,2
6471,16,6372,8,1
6471,16,6372,10,1
6641,16,6356,12,1
6641,16,6356,5,1
6191,16,6334,13,1
6191,9,6334,16,2
6191,16,6334,13,1
6687,16,4682,19,2
6687,9,4682,16,2
6687,12,4682,16,2
4548,20,6287,22,2
4548,16,6287,13,1
4548,6,6287,16,2
5395,16,4869,10,1
5395,9,4869,16,2
5395,2,4869,16,2
6366,16,5873,8,1
6366,16,5873,11,1
6386,16,6641,9,1
5596,16,6694,14,1
6226,19,6639,15,1
6226,16,6639,12,1
6693,14,6690,16,2
6693,15,6690,19,2
6137,16,6372,14,1
6137,9,6372,16,2
6688,16,6689,12,1
6688,16,6689,7,1
6688,16,6689,14,1
6375,12,4501,16,2
6375,16,4501,7,1
5988,13,5422,16,2
5988,12,5422,16,2
5974,16,5988,14,1
5974,16,5988,4,1
5991,11,5974,16,2
5991,16,5974,4,1
5991,16,5974,4,1
5991,9,5422,16,2
5991,5,5422,16,2
5974,16,5991,12,1
5974,6,5991,16,2
5974,13,5991,16,2
5907,16,5192,3,1
5907,16,5192,7,1
6498,10,6652,16,2
6498,8,6652,16,2
6686,6,6386,16,2
6686,10,6386,16,2
6418,16,6417,14,1
6417,16,6419,11,1
6419,16,6420,8,1
4548,13,6051,16,2
4869,16,4559,12,1
6220,16,4559,12,1
6045,16,6220,14,1
6051,16,4682,14,1
6045,14,4869,16,2
6425,13,6334,16,2
4548,16,6405,8,1
6405,8,4682,16,2
6045,16,6220,1,1
6045,16,6220,13,1
6082,7,6695,16,2
6082,13,6695,16,2
6691,16,6690,11,1
6691,16,6690,12,1
4682,13,4548,16,2
4682,3,4548,16,2
6471,16,6685,14,1
6471,16,6685,0,1
6499,16,6040,6,1
5752,16,6132,14,1
5752,16,6132,11,1
6301,5,6673,16,2
6301,6,6673,16,2
5093,22,6691,20,1
5093,16,6691,8,1
6684,13,6137,16,2
6684,10,6137,16,2
5995,11,6665,16,2
5995,16,6665,13,1
5995,15,6665,19,2
5752,3,5995,16,2
5752,11,5995,16,2
4869,2,6137,16,2
4869,6,6137,16,2
6665,16,6132,2,1
6665,16,6132,4,1
5752,19,5995,17,1
5752,13,5995,16,2
5752,6,5995,16,2
4689,13,6343,16,2
4689,16,6343,13,1
4689,16,6343,5,1
6555,7,6533,16,2
6555,11,6533,16,2
6669,14,6597,16,2
6669,27,6597,31,2
6408,16,6469,12,1
6408,13,6469,16,2
6408,16,6469,5,1
6668,12,6679,16,2
6668,17,6679,19,2
4869,16,4548,7,1
4869,16,4548,4,1
6665,13,5991,16,2
6665,16,5991,13,1
6665,8,5991,16,2
6697,13,6696,16,2
6697,16,6696,12,1
6697,9,6696,16,2
6051,2,6045,16,2
6051,9,6045,16,2
4689,10,5395,16,2
4689,7,5395,16,2
5422,16,5974,10,1
5422,16,5974,14,1
5395,16,5009,6,1
5395,16,5009,6,1
6470,16,6698,7,1
6470,11,6698,16,2
6470,14,6698,16,2
6045,16,4869,10,1
6045,16,4869,7,1
5974,16,5995,14,1
5974,6,5995,16,2
5974,16,5995,10,1
5991,16,5752,13,1
5991,16,5752,12,1
6343,16,5009,8,1
6343,2,5009,16,2
6343,6,5009,16,2
6597,6,6408,16,2
6597,9,6408,16,2
4781,16,6699,8,1
4781,16,6699,8,1
4689,9,5009,16,2
4689,19,5009,15,1
4689,19,5009,16,1
6614,13,6699,16,2
6614,16,6699,11,1
6614,16,6699,6,1
6614,3,6410,16,2
6614,12,6410,16,2
5991,16,5422,4,1
5991,16,5422,7,1
5991,16,5422,13,1
6665,16,5974,3,1
6665,16,5974,4,1
5395,16,4689,1,1
5395,16,4689,12,1
6410,14,4781,16,2
6410,11,4781,16,2
6410,9,4781,16,2
6470,4,6408,16,2
6470,16,6408,8,1
6470,6,6408,16,2
6597,16,6679,7,1
6597,12,6679,16,2
6597,16,6679,11,1
6639,5,6407,16,2
4682,16,6471,8,1
4682,16,6471,14,1
6132,12,6226,16,2
6132,8,6226,16,2
6696,4,6499,16,2
6696,4,6499,16,2
4548,16,4501,13,1
4548,14,4501,16,2
6226,16,6685,14,1
6226,13,6685,16,2
6226,4,6685,16,2
5395,16,6226,13,1
5395,5,6226,16,2
6533,9,6695,16,2
6533,5,6695,16,2
4611,16,4445,10,1
4611,17,4445,19,2
4611,12,4445,16,2
6287,16,4501,7,1
6287,16,4501,13,1
5991,16,6137,6,1
4608,16,6665,14,1
6334,16,6386,10,1
4602,16,4548,11,1
6137,19,5991,22,2
6665,16,4608,13,1
6407,6,4501,16,2
6407,8,4501,16,2
5596,9,6662,16,2
5596,16,6662,11,1
5596,16,6662,8,1
6287,16,4869,8,1
6287,16,4869,10,1
6499,16,6695,9,1
6499,16,6695,4,1
6191,16,6301,12,1
6191,14,6301,16,2
6191,5,6301,16,2
6686,16,6057,9,1
6686,16,6057,12,1
5422,9,6137,16,2
5422,16,6137,9,1
5422,10,6137,16,2
6242,16,5956,14,1
6242,4,5956,16,2
6242,11,5956,16,2
6410,22,5929,20,1
6410,14,5929,16,2
6410,11,5929,16,2
6471,17,5395,19,2
6405,3,4445,16,2
4736,4,6684,16,2
5093,18,6683,22,2
6667,16,5378,10,1
6211,16,6191,12,1
6686,10,6615,16,2
6665,16,5995,10,1
6615,16,6686,11,1
5995,16,6665,8,1
5378,9,6667,16,2
6191,16,6211,10,1
6705,16,6407,7,1
6705,10,6407,16,2
6705,6,6407,16,2
4477,12,6287,16,2
4477,8,6287,16,2
6137,12,5422,16,2
6137,16,5422,5,1
6137,16,5422,12,1
6706,5,4869,16,2
6706,14,4869,16,2
6405,10,6287,16,2
6405,6,6287,16,2
6705,16,4736,8,1
6705,16,4736,12,1
5422,19,4501,17,1
5422,16,4501,11,1
6366,16,5907,13,1
6366,16,5907,1,1
6471,16,4869,10,1
6471,8,4869,16,2
6471,7,4869,16,2
4477,16,4445,9,1
4477,12,4445,16,2
4477,16,4445,5,1
4745,11,6622,16,2
4745,6,6622,16,2
4682,12,4611,16,2
4682,10,4611,16,2
6683,5,6622,16,2
6683,14,6622,16,2
5395,5,6706,16,2
5395,14,6706,16,2
4745,16,5093,13,1
4745,16,5093,12,1
4602,16,6672,13,1
4602,19,6672,17,1
6407,16,6684,12,1
6407,11,6684,16,2
6407,16,6684,13,1
5524,16,4611,12,1
5524,9,4611,16,2
5524,3,4611,16,2
6135,16,6638,13,1
6135,16,6638,6,1
5395,16,4745,12,1
4745,16,4445,14,1
4991,16,5378,12,1
4608,12,6137,16,2
4477,16,6684,12,1
5378,9,4991,16,2
5395,16,6705,12,1
6137,16,4608,7,1
6706,9,6684,16,2
6191,10,6673,16,2
4477,16,6683,3,1
6673,7,6191,16,2
6598,16,6355,4,1
5973,16,5005,14,1
6701,12,6556,16,2
6702,9,6704,16,2
5005,16,5973,8,1
4501,7,6226,16,2
4501,8,6226,16,2
4494,21,6045,18,1
4494,16,6045,13,1
4869,16,6287,14,1
4869,16,6287,10,1
6671,16,4682,12,1
6671,16,4682,12,1
6622,16,6407,4,1
6622,16,6407,14,1
6366,16,6057,2,1
6366,22,6057,20,1
6117,17,6707,19,2
6117,16,6707,11,1
6117,16,6707,5,1
6132,16,6666,7,1
6132,16,6666,5,1
6703,10,6638,16,2
6703,16,6638,13,1
6703,14,6638,16,2
6425,16,6701,6,1
6425,16,6701,13,1
6366,16,6704,2,1
6366,16,6704,5,1
6702,16,6057,19,2
6702,8,6057,16,2
6710,16,6556,10,1
6710,16,6556,14,1
6372,16,5988,14,1
6372,11,5988,16,2
6372,10,5988,16,2
6471,19,6639,17,1
6471,16,6639,8,1
5310,16,6375,14,1
5310,16,6375,14,1
4602,12,6407,16,2
4602,7,6407,16,2
6425,11,6710,16,2
6425,3,6710,16,2
5907,16,6700,11,1
5907,16,6700,13,1
6135,22,5956,25,2
6135,9,5956,16,2
6638,16,5956,6,1
6638,14,5956,16,2
6638,14,5956,16,2
5907,16,6117,10,1
5907,2,6117,16,2
5907,11,6117,16,2
6417,16,6419,10,1
6419,16,6420,6,1
5907,10,6135,16,2
6704,14,6638,16,2
6418,14,6417,16,2
6707,7,6425,16,2
5973,11,6290,16,2
5974,5,5752,16,2
6638,16,6425,8,1
6057,7,6135,16,2
6290,16,5973,13,1
5752,16,5974,12,1
5907,16,6556,8,1
6132,6,6685,16,2
6132,9,6685,16,2
6366,10,6117,16,2
6366,19,6117,16,1
6366,16,6117,11,1
4494,16,6226,5,1
4494,16,6226,13,1
6191,16,6118,10,1
6191,7,6118,16,2
6191,5,6118,16,2
6372,16,6375,10,1
6372,6,6375,16,2
6372,21,6375,18,1
6045,16,4501,21,2
6045,16,4501,7,1
6045,10,4501,16,2
6710,13,5956,16,2
6710,16,5956,11,1
6710,19,5956,15,1
6403,16,5153,14,1
6403,14,5153,16,2
6403,16,5153,11,1
5158,16,6294,12,1
5158,16,6294,7,1
6226,16,4501,14,1
6226,16,4501,4,1
5153,16,6294,6,1
5153,8,6294,16,2
5153,12,6294,16,2
6226,16,6372,14,1
6226,16,6372,7,1
4494,16,5988,5,1
4494,16,5988,11,1
5988,16,5310,6,1
5988,16,5310,13,1
4501,16,5310,2,1
4501,8,5310,16,2
4501,21,5310,17,1
5158,16,6403,11,1
5158,16,6403,10,1
6407,16,4477,8,1
6407,16,5395,8,1
5974,16,6711,5,1
6118,16,5005,13,1
6287,14,4477,16,2
6422,1,6714,16,2
5752,16,6713,6,1
5752,16,6713,11,1
6226,16,5988,12,1
6226,7,5988,16,2
6226,4,5988,16,2
5158,16,6294,12,1
5158,16,6294,9,1
6191,9,6615,16,2
6191,16,6615,9,1
6191,6,6615,16,2
4869,16,6622,8,1
4869,14,6622,16,2
4869,14,6622,16,2
5973,13,6118,16,2
5973,16,6118,14,1
5973,10,6118,16,2
5974,16,6712,8,1
5974,16,6712,8,1
6403,14,6294,16,2
6403,13,6294,16,2
4494,16,5988,6,1
4494,16,5988,9,1
5422,16,5378,14,1
5995,7,4991,16,2
5378,5,5422,16,2
6117,3,6135,16,2
6638,16,5956,1,1
6192,10,6490,16,2
4991,16,5995,5,1
6715,10,6716,16,2
6638,16,6135,9,1
4869,7,6407,16,2
4869,16,6407,7,1
4869,16,6407,12,1
6287,4,4548,16,2
6287,16,4548,13,1
6715,12,6192,16,2
6715,9,6192,16,2
6045,16,6666,13,1
6045,16,6666,14,1
6366,16,6710,11,1
6366,12,6710,16,2
6366,16,6710,5,1
6720,16,6666,13,1
6720,16,6666,6,1
4469,12,6132,16,2
4469,7,6132,16,2
5974,6,6118,16,2
5974,12,6118,16,2
5752,4,6615,16,2
5752,16,6615,11,1
5752,16,6615,10,1
6220,16,4682,14,1
6220,11,4682,16,2
6220,22,4682,18,1
5435,16,6639,0,1
5435,16,6639,6,1
4548,7,6405,16,2
4548,9,6405,16,2
6051,16,6717,6,1
6051,16,6717,4,1
6118,16,5752,14,1
6118,19,5752,17,1
6718,7,6719,16,2
6718,11,6719,16,2
5988,7,6665,16,2
6665,16,5988,7,1
5991,4,4991,16,2
6490,16,6716,7,1
4991,5,5991,16,2
4469,9,4477,16,2
4469,3,4477,16,2
4869,11,6287,16,2
4869,16,6287,13,1
4869,3,6287,16,2
6720,16,6220,11,1
6720,22,6220,20,1
6192,13,6716,16,2
6192,16,6716,10,1
6192,16,6716,7,1
4548,16,6375,10,1
4548,15,6375,19,2
4869,9,6405,16,2
4869,16,6405,11,1
6710,15,6638,19,2
6710,11,6638,16,2
6672,16,5435,7,1
6672,8,5435,16,2
6685,5,6405,16,2
6685,16,6405,13,1
6685,16,6405,4,1
4501,7,6375,16,2
4501,5,6375,16,2
4411,16,5422,8,1
4608,16,5378,12,1
6474,16,6600,13,1
6290,16,5005,9,1
5378,9,4608,16,2
5422,8,4411,16,2
6301,6,6615,16,2
6615,16,6301,4,1
6723,16,6648,12,1
5005,2,6290,16,2
6297,0,4894,16,2
6297,6,4894,16,2
4611,13,4894,16,2
4611,16,4894,10,1
4611,17,4894,19,2
6118,16,6556,5,1
6118,16,6556,12,1
6471,16,6405,6,1
6471,6,6405,16,2
6471,19,6405,22,2
6226,16,4742,11,1
6226,16,4742,12,1
5395,8,5596,16,2
5395,16,5596,9,1
5395,16,5596,4,1
5988,4,5395,16,2
5988,20,5395,22,2
4548,11,4869,16,2
4548,16,4869,5,1
5988,9,6226,16,2
5988,19,6226,16,1
6600,6,6648,16,2
6600,16,6648,14,1
6600,19,6648,16,1
6685,20,6405,22,2
6685,9,6405,16,2
6474,17,6723,19,2
5974,6,6211,16,2
6211,16,5974,5,1
5005,16,6191,12,1
6191,16,5005,13,1
4742,3,6226,16,2
4742,16,6226,14,1
4742,16,6226,6,1
5524,10,6639,16,2
5524,3,6639,16,2
6226,12,5988,16,2
6226,16,5988,19,2
5929,11,6222,16,2
5929,9,6222,16,2
6722,13,6491,16,2
6722,4,6491,16,2
6685,12,4742,16,2
6685,16,4742,7,1
6685,17,4742,19,2
6301,9,6118,16,2
6301,11,6118,16,2
6301,16,6118,14,1
6301,7,6118,16,2
6471,4,6226,16,2
6471,10,6226,16,2
6242,14,6638,16,2
6242,7,6638,16,2
6600,13,6474,16,2
6600,16,6474,12,1
6600,6,6474,16,2
6375,16,4468,2,1
6419,16,6420,11,1
4991,16,5435,13,1
6417,19,6418,21,2
6724,16,6727,12,1
6418,16,6419,14,1
4682,16,5185,8,1
5422,16,5435,14,1
6665,16,4468,2,1
6375,7,5422,16,2
4477,19,6671,16,1
5991,13,4991,16,2
6287,16,6726,2,1
6665,19,5995,17,1
5991,16,4991,10,1
6731,7,6730,16,2
6731,14,6730,16,2
6731,9,6730,16,2
6726,17,5185,19,2
6726,16,5185,13,1
6726,16,5185,2,1
6671,16,6727,3,1
6671,16,6727,2,1
6676,16,6729,5,1
6676,16,6729,11,1
6287,12,6726,16,2
6287,16,6726,4,1
6287,16,6726,6,1
5988,16,6405,9,1
5988,20,6405,22,2
5988,10,6405,16,2
6724,16,6671,9,1
6724,16,6671,11,1
5524,16,6491,13,1
5524,16,6491,9,1
6301,10,6686,16,2
6301,12,6686,16,2
6287,10,4682,16,2
6287,12,4682,16,2
4477,16,6724,6,1
4477,16,6724,13,1
4742,19,5988,17,1
4742,19,5988,22,2
4742,16,5988,19,2
6191,16,6710,5,1
6191,16,6710,10,1
5258,15,6681,19,2
5991,9,6665,16,2
6681,13,6353,16,2
6407,16,6083,4,1
6665,13,5995,16,2
5995,16,6375,9,1
4991,16,5991,7,1
5422,16,6375,5,1
5995,16,4468,3,1
5745,14,6497,16,2
4991,19,5422,17,1
5991,16,5435,4,1
5258,13,6714,16,2
6728,16,6241,2,1
4680,15,4606,19,2
6714,8,6353,16,2
4680,16,6083,3,1
4680,16,6083,8,1
5745,16,6241,3,1
5745,16,6241,7,1
6497,6,6728,16,2
6497,5,6728,16,2
6497,16,5745,12,1
6497,14,5745,16,2
6497,9,5745,16,2
4606,16,4680,14,1
4606,16,4680,12,1
5973,16,6135,6,1
5973,16,6135,9,1
4606,14,6407,16,2
4606,7,6407,16,2
6287,19,6724,17,1
4991,16,5995,8,1
6445,17,6416,19,2
6665,13,4991,16,2
6598,16,6445,12,1
4991,16,5995,7,1
6109,16,6416,9,1
6598,7,6109,16,2
6665,14,4991,16,2
6665,16,5422,11,1
5422,12,6665,16,2
6736,10,6686,16,2
6736,3,6686,16,2
6673,16,5752,9,1
6673,9,5752,16,2
6673,14,5752,16,2
6615,10,6118,16,2
6615,22,6118,19,1
6615,1,6118,16,2
4682,16,6724,11,1
4682,16,6724,11,1
6724,22,6407,19,1
6724,16,6407,14,1
4682,16,4606,6,1
4682,16,4606,5,1
4781,13,6735,16,2
4781,16,6735,14,1
4781,16,6735,1,1
4469,16,6722,3,1
4469,13,6722,16,2
6211,10,5973,16,2
6211,13,5973,16,2
4682,12,5745,16,2
4682,16,5745,10,1
4682,16,5745,4,1
6615,16,6734,9,1
6615,16,6734,3,1
5974,16,6527,5,1
5974,16,6527,6,1
4477,25,4606,21,1
4477,10,4606,16,2
4477,18,4606,22,2
6732,16,4554,6,1
6732,16,4554,6,1
5974,16,6686,12,1
5974,16,6686,3,1
6211,16,5996,7,1
6211,16,5996,9,1
5752,16,6733,12,1
5752,16,6733,1,1
6287,16,6728,13,1
6287,14,6728,16,2
6287,16,6728,5,1
4606,16,6287,4,1
4606,16,6287,12,1
5973,16,6638,14,1
5973,16,6638,4,1
6118,16,6680,3,1
6118,16,6680,9,1
6301,13,6673,16,2
6301,5,6673,16,2
6501,7,6737,16,2
6737,16,6099,11,1
6501,6,6099,16,2
6737,13,6629,16,2
6099,9,6629,16,2
6714,16,6681,3,1
4691,12,6369,16,2
4691,11,6369,16,2
6137,16,6220,4,1
6137,16,6220,10,1
6226,16,5214,8,1
6226,17,5214,19,2
6669,16,6684,10,1
6669,3,6684,16,2
6669,16,6684,13,1
5005,16,6366,19,2
5005,16,6366,7,1
5005,16,6366,10,1
6226,16,6405,5,1
6226,16,6405,13,1
5395,7,6137,16,2
5395,3,6137,16,2
5974,16,5752,12,1
5974,16,5752,3,1
5752,8,6118,16,2
5752,16,6118,10,1
5752,8,6118,16,2
6723,16,6192,4,1
6723,16,6192,10,1
6045,13,5596,16,2
6045,5,5596,16,2
5974,1,5973,16,2
5974,4,5973,16,2
4411,16,4494,14,1
4803,7,4982,16,2
6738,2,4803,16,2
6738,16,6739,13,1
5378,13,5991,16,2
4494,15,4411,19,2
4494,16,5995,10,1
6598,12,6416,16,2
4982,16,6739,11,1
4803,16,6738,14,1
5995,16,4494,13,1
5991,20,5378,22,2
6372,19,5214,15,1
6372,16,5214,12,1
4501,16,6662,2,1
4501,16,6662,14,1
6684,7,4548,16,2
6684,12,4548,16,2
4469,16,6491,11,1
4469,16,6491,9,1
4501,16,6405,8,1
4501,12,6405,16,2
6132,7,6410,16,2
6132,20,6410,22,2
6615,16,6117,3,1
6615,16,6117,12,1
5956,16,6135,10,1
5956,14,6135,16,2
5956,16,6135,9,1
5395,16,5214,11,1
5395,19,5214,17,1
6386,16,6673,11,1
6386,14,6673,16,2
6386,6,6673,16,2
6226,16,6137,5,1
6226,11,6137,16,2
6641,16,6118,7,1
6375,18,4869,22,2
6375,14,4869,16,2
4991,16,6137,6,1
6137,11,4991,16,2
5378,11,6665,16,2
6736,16,6686,11,1
6386,2,6301,16,2
4982,5,6737,16,2
6629,16,4803,10,1
6665,16,5378,3,1
4411,16,4608,10,1
6301,3,6386,16,2
4608,16,4411,13,1
6686,11,6736,16,2
6722,11,5524,16,2
6722,9,5524,16,2
5596,13,6652,16,2
5596,16,6652,9,1
5596,12,6652,16,2
5395,7,6372,16,2
5395,14,6372,16,2
5524,15,5435,19,2
5524,8,5435,16,2
6669,12,4682,16,2
6669,8,4682,16,2
6372,16,6651,13,1
6372,16,6651,8,1
6641,16,6741,13,1
6641,16,6741,10,1
6226,16,6372,9,1
6226,6,6372,16,2
6629,16,6737,14,1
6629,16,6737,12,1
4869,16,4501,14,1
4869,19,4501,17,1
5996,16,6638,11,1
5996,16,6638,7,1
6137,10,6375,16,2
6736,16,5974,6,1
5973,16,6673,12,1
5974,16,6736,12,1
6673,16,5973,14,1
6615,16,6686,6,1
6615,16,6686,7,1
6287,16,6405,8,1
6287,16,6405,3,1
6639,12,6222,16,2
6639,7,6222,16,2
6710,16,6742,9,1
6710,16,6742,10,1
5974,16,5956,3,1
5974,16,5956,8,1
6490,9,6474,16,2
6490,16,6474,13,1
6490,4,6474,16,2
4469,16,6045,10,1
4469,13,6045,16,2
4469,16,6045,12,1
6684,16,6213,6,1
6684,16,6213,8,1
4991,16,6665,2,1
4991,16,6665,13,1
4991,16,6665,12,1
4869,16,4548,10,1
4869,16,4548,12,1
5973,16,6471,2,1
6418,16,6419,6,1
5310,15,4494,19,2
6723,16,6422,14,1
6417,7,6419,16,2
6419,16,6420,6,1
5988,16,6736,13,1
4494,16,6471,1,1
5973,20,5310,22,2
6109,16,6714,10,1
6109,16,6714,7,1
6416,10,6353,16,2
6416,16,6353,12,1
6416,16,6353,3,1
6641,14,5730,16,2
6641,16,5730,11,1
6641,16,5730,7,1
6192,16,6490,13,1
6192,15,6490,19,2
6192,16,6490,14,1
5995,16,6118,13,1
6405,16,4894,4,1
6211,11,6651,16,2
4501,16,4894,9,1
5422,13,5752,16,2
5988,14,5995,16,2
6375,7,6301,16,2
4501,16,6287,13,1
6287,9,4894,16,2
6685,16,6743,6,1
4501,16,6405,13,1
6736,4,6118,16,2
6685,16,4869,14,1
4869,17,6724,19,2
6724,16,6743,3,1
6685,1,6724,16,2
4869,16,6743,2,1
6405,19,6287,17,1
5752,9,6651,16,2
5422,9,6211,16,2
5974,14,6301,16,2
6137,13,5974,16,2
6353,16,6714,5,1
6353,14,6714,16,2
6353,14,6714,16,2
6416,6,6109,16,2
6416,4,6109,16,2
5973,16,5310,4,1
5973,7,5310,16,2
5973,16,5310,14,1
4501,5,6685,16,2
4501,3,6685,16,2
6222,7,4477,16,2
6222,16,4477,8,1
5974,16,6375,13,1
5974,3,6375,16,2
5974,16,6375,13,1
6724,14,6405,16,2
6724,10,6405,16,2
5988,16,6118,5,1
5988,16,6118,5,1
5752,16,6211,14,1
5752,19,6211,16,1
6416,6,6714,16,2
6416,7,6714,16,2
6405,6,6685,16,2
6405,11,6685,16,2
6724,16,4501,8,1
6724,16,4501,12,1
6109,14,6714,16,2
6109,16,6714,4,1
6109,16,6714,7,1
4477,19,6491,17,1
4477,17,6491,19,2
6220,16,6051,6,1
6220,11,6051,16,2
6220,3,6051,16,2
6638,16,6135,11,1
6638,16,6135,13,1
4501,16,6287,7,1
4501,17,6287,19,2
4501,16,6287,14,1
6639,13,6722,16,2
6639,16,6722,5,1
5192,11,6117,16,2
5192,12,6117,16,2
4991,19,4494,17,1
4991,16,6248,4,1
6290,16,6248,6,1
6290,13,4411,16,2
4494,6,4608,16,2
4411,13,4608,16,2
4411,16,6248,5,1
4494,16,6248,7,1
4991,16,4608,10,1
4608,16,6248,6,1
4494,16,4411,8,1
6290,16,4608,11,1
4991,12,6290,16,2
4991,16,4411,14,1
4494,14,6290,16,2
5524,14,6222,16,2
5524,4,6222,16,2
6474,16,6192,14,1
6474,16,6192,8,1
6641,14,6744,16,2
6641,16,6744,12,1
6641,16,6744,7,1
5988,16,6372,1,1
5988,16,6372,3,1
5991,16,6667,12,1
5378,16,6667,13,1
6667,19,6118,16,1
6226,9,5378,16,2
6226,5,6667,16,2
5378,6,6665,16,2
5991,14,5378,16,2
6667,5,6665,16,2
5991,19,6226,22,2
6665,16,6118,12,1
5378,9,6118,16,2
6226,13,6118,16,2
6226,5,6665,16,2
5991,7,6118,16,2
5991,11,6665,16,2
6686,8,6710,16,2
6686,16,6710,14,1
6686,13,6710,16,2
5974,16,6673,11,1
5974,11,6673,16,2
5974,10,6673,16,2
6736,16,5996,8,1
6736,6,5996,16,2
6736,16,5996,14,1
6417,6,6420,16,2
6418,16,6420,8,1
6419,3,6420,16,2
6665,6,4991,16,2
6665,16,4991,12,1
6665,7,4991,16,2
6290,22,4608,19,1
6290,16,4608,12,1
4608,16,6118,10,1
4608,15,6118,19,2
4608,16,6118,13,1
5973,16,5005,4,1
5973,16,5005,4,1
4991,16,5378,5,1
4991,16,5378,8,1
6673,16,6736,13,1
6673,17,6736,19,2
6673,4,6736,16,2
5866,16,4811,14,1
6749,13,6748,16,2
6242,16,6748,5,1
6748,3,6749,16,2
5866,16,4811,0,1
6499,16,6751,1,1
6750,8,6749,16,2
6242,16,6750,8,1
4811,16,6751,12,1
5866,6,6499,16,2
6290,17,4991,19,2
6290,3,4991,16,2
6290,15,4991,19,2
4477,16,5435,12,1
4477,19,5435,16,1
6679,4,6752,16,2
6679,2,6752,16,2
6684,10,6469,16,2
6684,16,6469,12,1
6684,16,6469,8,1
6242,10,6499,16,2
6242,8,6499,16,2
6242,23,5866,25,2
6242,16,5866,11,1
6242,19,5866,17,1
6499,16,6749,3,1
6499,16,6749,6,1
6132,14,6471,16,2
6132,8,6471,16,2
6722,4,4477,16,2
6722,5,4477,16,2
6669,16,6668,13,1
6669,16,6668,19,2
6669,16,6668,12,1
6407,16,4477,14,1
6407,7,4477,16,2
6407,16,4477,4,1
5596,16,6719,1,1
5596,16,6719,14,1
4469,19,6639,17,1
4469,22,6639,19,1
6405,16,5988,9,1
6051,12,6369,16,2
6051,16,6369,10,1
6051,16,6369,14,1
6752,10,6669,16,2
6752,16,6669,11,1
6752,16,6669,11,1
5310,14,6684,16,2
5310,16,6684,6,1
5310,16,6684,10,1
6684,22,6752,19,1
6684,16,6752,6,1
6471,14,6684,16,2
6471,16,6684,10,1
6471,13,6684,16,2
5524,16,4469,12,1
5524,12,4469,16,2
6667,9,4411,16,2
6652,6,6629,16,2
6469,0,6754,16,2
6408,12,5929,16,2
4494,4,6665,16,2
6629,6,6754,16,2
4411,16,6667,7,1
4688,19,5929,21,2
6665,16,4494,12,1
6408,16,6755,12,1
4688,16,6287,14,1
4688,16,6287,11,1
5395,14,4869,16,2
5395,12,4869,16,2
5973,17,6615,19,2
5973,16,6615,7,1
5973,12,6615,16,2
6758,5,4501,16,2
6407,12,4501,16,2
6761,16,6448,12,1
6762,16,5524,6,1
4501,13,6758,16,2
5995,16,5991,11,1
4411,16,5378,11,1
6386,3,6211,16,2
6686,12,6301,16,2
6211,16,6386,4,1
5034,13,6761,16,2
5422,16,6407,6,1
5524,16,6760,9,1
6301,16,6686,6,1
5422,16,6758,11,1
5378,2,4411,16,2
5991,12,5995,16,2
5477,18,6448,21,2
6137,16,6652,11,1
6137,16,6652,14,1
4445,10,6651,16,2
4445,9,6651,16,2
6226,16,5208,2,1
6226,16,5208,1,1
5988,16,6724,6,1
5988,16,6724,3,1
6641,16,6753,8,1
6641,16,6753,13,1
6736,6,6615,16,2
6736,7,6615,16,2
6226,16,6132,11,1
6667,12,4608,16,2
6746,7,5395,16,2
6746,16,5347,2,1
6685,16,6137,14,1
4800,16,4781,13,1
5988,7,5991,16,2
5991,16,5988,9,1
5395,16,6763,9,1
6137,16,6132,3,1
4781,16,6720,11,1
6615,16,5752,7,1
6757,21,4800,18,1
4608,19,6667,17,1
6137,17,6226,19,2
6386,11,6290,16,2
6226,8,6685,16,2
5752,13,6615,16,2
6290,3,6386,16,2
6686,16,6753,3,1
6405,16,6471,9,1
6405,16,6471,6,1
6132,16,5208,5,1
6132,16,5208,0,1
5524,17,4477,19,2
5524,14,4477,16,2
4445,4,5422,16,2
4445,12,5422,16,2
4680,16,6570,12,1
6417,16,6419,5,1
6420,16,6417,12,1
5122,4,5412,16,2
5005,13,6673,16,2
6570,16,6469,10,1
6290,16,6673,9,1
6673,3,6290,16,2
5122,16,6668,14,1
6673,16,5005,13,1
6418,16,6420,11,1
5412,16,4682,8,1
4680,16,6670,4,1
6118,16,6753,11,1
6118,16,6753,9,1
6301,7,6686,16,2
6301,1,6686,16,2
6491,12,6639,16,2
6491,4,6639,16,2
6619,16,6771,10,1
6667,16,6137,3,1
6770,17,6769,21,2
6767,3,6768,16,2
6137,25,6667,23,1
6631,16,6772,12,1
6665,7,5991,16,2
6651,16,4894,10,1
5395,16,6782,11,1
4548,16,5596,13,1
6781,9,5412,16,2
6776,16,6777,11,1
6686,10,6673,16,2
6685,16,6133,11,1
6714,16,6715,10,1
6339,16,6779,12,1
5378,16,5995,14,1
4869,10,6783,16,2
6353,12,6774,16,2
